churn_id,customer_id,churn_date,churn_reason,days_since_signup,final_plan_type,final_monthly_revenue
CHN_00000468,CUST_004582,2024-08-08,pricing_too_high,192,professional,225.61
CHN_00000469,CUST_007834,2024-07-19,poor_performance,670,starter,53.4
CHN_00000470,CUST_000379,2024-08-23,poor_performance,386,professional,172.73
CHN_00000471,CUST_006100,2024-08-24,ease_of_use,141,professional,100.79
CHN_00000472,CUST_002968,2024-09-08,poor_support,533,professional,117.32
CHN_00000473,CUST_000229,2024-08-10,poor_performance,823,starter,30.97
CHN_00000474,CUST_003706,2024-09-23,pricing_too_high,996,starter,30.86
CHN_00000475,CUST_000484,2024-07-11,poor_performance,57,starter,58.3
CHN_00000476,CUST_006655,2024-09-05,competitor_switch,251,professional,378.13
CHN_00000477,CUST_008995,2024-08-15,pricing_too_high,414,starter,55.68
CHN_00000478,CUST_009448,2024-09-12,poor_performance,760,professional,117.65
CHN_00000479,CUST_007891,2024-08-04,pricing_too_high,770,professional,107.82
CHN_00000480,CUST_007183,2024-08-30,pricing_too_high,580,starter,26.55
CHN_00000481,CUST_004705,2024-07-25,pricing_too_high,336,starter,27.52
CHN_00000482,CUST_007091,2024-08-22,technical_issues,479,starter,29.19
CHN_00000483,CUST_002519,2024-08-27,pricing_too_high,548,premium,1123.6
CHN_00000484,CUST_008425,2024-07-10,pricing_too_high,131,starter,34.22
CHN_00000485,CUST_008656,2024-07-03,ease_of_use,735,professional,197.58
CHN_00000486,CUST_006584,2024-07-21,poor_performance,846,starter,25.29
CHN_00000487,CUST_008113,2024-08-14,competitor_switch,755,enterprise,273.31
CHN_00000488,CUST_006231,2024-08-06,pricing_too_high,904,professional,97.7
CHN_00000489,CUST_005222,2024-07-24,poor_performance,714,premium,1931.12
CHN_00000490,CUST_001677,2024-07-08,pricing_too_high,144,professional,341.6
CHN_00000491,CUST_005106,2024-09-24,poor_performance,107,enterprise,2308.47
CHN_00000492,CUST_005816,2024-07-31,poor_performance,732,premium,2677.23
CHN_00000493,CUST_008187,2024-07-01,poor_performance,251,starter,27.25
CHN_00000494,CUST_005425,2024-08-07,poor_performance,857,starter,116.09
CHN_00000495,CUST_004688,2024-08-23,competitor_switch,822,starter,26.86
CHN_00000496,CUST_005291,2024-08-03,poor_performance,246,premium,620.59
CHN_00000497,CUST_002565,2024-07-25,missing_features,512,professional,112.29
CHN_00000498,CUST_006004,2024-09-25,pricing_too_high,909,professional,85.74
CHN_00000499,CUST_006367,2024-07-07,business_closure,393,starter,58.02
CHN_00000500,CUST_009719,2024-08-29,poor_performance,175,starter,33.92
CHN_00000501,CUST_001967,2024-09-03,poor_performance,755,starter,41.1
CHN_00000502,CUST_004234,2024-09-15,poor_performance,136,starter,28.35
CHN_00000503,CUST_003600,2024-07-25,poor_support,864,premium,2874.35
CHN_00000504,CUST_005239,2024-09-12,poor_support,629,starter,32.72
CHN_00000505,CUST_005479,2024-07-05,pricing_too_high,284,professional,85.39
CHN_00000506,CUST_001357,2024-08-13,competitor_switch,722,starter,26.69
CHN_00000507,CUST_005127,2024-09-19,pricing_too_high,282,starter,25.13
CHN_00000508,CUST_002257,2024-07-10,pricing_too_high,533,professional,98.77
CHN_00000509,CUST_009702,2024-08-02,competitor_switch,293,enterprise,628.97
CHN_00000510,CUST_002162,2024-08-23,pricing_too_high,781,professional,177.72
CHN_00000511,CUST_003093,2024-08-14,pricing_too_high,356,professional,88.95
CHN_00000512,CUST_009347,2024-08-13,missing_features,660,professional,233.45
CHN_00000513,CUST_006376,2024-09-24,competitor_switch,343,starter,34.72
CHN_00000514,CUST_007048,2024-07-02,pricing_too_high,303,enterprise,659.55
CHN_00000515,CUST_008741,2024-09-08,pricing_too_high,923,enterprise,666.11
CHN_00000516,CUST_006030,2024-08-31,pricing_too_high,528,starter,24.62
CHN_00000517,CUST_008383,2024-07-07,pricing_too_high,451,professional,426.65
CHN_00000518,CUST_006839,2024-07-08,pricing_too_high,788,professional,98.86
CHN_00000519,CUST_001813,2024-09-10,technical_issues,580,starter,28.5
CHN_00000520,CUST_007547,2024-09-07,pricing_too_high,604,starter,34.65
CHN_00000521,CUST_009217,2024-09-12,poor_performance,415,professional,90.35
CHN_00000522,CUST_008653,2024-09-08,poor_support,101,starter,108.88
CHN_00000523,CUST_002182,2024-07-16,missing_features,185,professional,203.39
CHN_00000524,CUST_004751,2024-09-04,pricing_too_high,785,enterprise,529.81
CHN_00000525,CUST_008903,2024-08-21,poor_performance,498,enterprise,2288.7
CHN_00000526,CUST_005596,2024-08-25,poor_support,463,starter,49.88
CHN_00000527,CUST_007905,2024-08-25,pricing_too_high,416,professional,458.01
CHN_00000528,CUST_007967,2024-09-20,pricing_too_high,245,starter,93.03
CHN_00000529,CUST_002808,2024-08-13,pricing_too_high,516,professional,89.5
CHN_00000530,CUST_002958,2024-09-07,poor_performance,962,starter,56.47
CHN_00000531,CUST_004750,2024-09-24,pricing_too_high,336,professional,683.33
CHN_00000532,CUST_001887,2024-08-20,competitor_switch,230,professional,112.01
CHN_00000533,CUST_001610,2024-09-03,missing_features,892,enterprise,519.31
CHN_00000534,CUST_009908,2024-09-09,poor_performance,750,professional,203.64
CHN_00000535,CUST_004783,2024-09-13,competitor_switch,621,starter,29.36
CHN_00000536,CUST_008090,2024-09-11,pricing_too_high,931,starter,55.89
CHN_00000537,CUST_005266,2024-09-08,competitor_switch,280,enterprise,672.06
CHN_00000538,CUST_002055,2024-07-02,missing_features,412,professional,438.0
CHN_00000539,CUST_008652,2024-07-11,missing_features,57,starter,28.73
CHN_00000540,CUST_005477,2024-08-30,pricing_too_high,88,starter,23.31
CHN_00000541,CUST_000723,2024-07-14,missing_features,917,starter,96.26
CHN_00000542,CUST_002474,2024-08-26,poor_performance,151,enterprise,587.6
CHN_00000543,CUST_009326,2024-07-15,poor_performance,112,starter,34.17
CHN_00000544,CUST_007147,2024-09-09,pricing_too_high,348,starter,28.42
CHN_00000545,CUST_000766,2024-09-24,pricing_too_high,640,professional,116.17
CHN_00000546,CUST_001411,2024-07-24,poor_performance,671,professional,440.96
CHN_00000547,CUST_005821,2024-07-20,poor_performance,582,premium,4328.17
CHN_00000548,CUST_008932,2024-09-24,poor_performance,214,starter,29.52
CHN_00000549,CUST_002986,2024-07-11,missing_features,499,starter,56.8
CHN_00000550,CUST_001931,2024-09-20,pricing_too_high,755,enterprise,1430.01
CHN_00000551,CUST_003258,2024-07-07,pricing_too_high,393,starter,51.82
CHN_00000552,CUST_004349,2024-08-15,poor_performance,321,enterprise,2187.68
CHN_00000553,CUST_005049,2024-07-13,poor_performance,558,enterprise,578.66
CHN_00000554,CUST_001884,2024-07-02,poor_performance,98,professional,202.84
CHN_00000555,CUST_000091,2024-08-08,poor_support,540,starter,25.11
CHN_00000556,CUST_002194,2024-07-13,competitor_switch,745,starter,188.99
CHN_00000557,CUST_007882,2024-09-24,pricing_too_high,169,starter,41.82
CHN_00000558,CUST_001194,2024-09-18,poor_performance,846,professional,82.88
CHN_00000559,CUST_003464,2024-08-27,poor_performance,161,professional,83.03
CHN_00000560,CUST_008084,2024-07-28,poor_performance,754,premium,639.39
CHN_00000561,CUST_000213,2024-08-22,technical_issues,147,starter,31.6
CHN_00000562,CUST_009746,2024-09-13,poor_performance,736,premium,2396.22
CHN_00000563,CUST_001329,2024-08-19,competitor_switch,268,enterprise,1029.92
CHN_00000564,CUST_001558,2024-07-16,technical_issues,148,professional,101.47
CHN_00000565,CUST_005828,2024-07-21,pricing_too_high,729,enterprise,983.66
CHN_00000566,CUST_008907,2024-09-10,pricing_too_high,730,starter,26.3
CHN_00000567,CUST_004903,2024-08-30,pricing_too_high,339,enterprise,712.19
CHN_00000568,CUST_000469,2024-09-11,pricing_too_high,303,enterprise,283.97
CHN_00000569,CUST_008048,2024-07-05,pricing_too_high,270,premium,2329.65
CHN_00000570,CUST_009782,2024-07-12,integration_problems,494,starter,30.82
CHN_00000571,CUST_004030,2024-07-31,technical_issues,569,starter,33.62
CHN_00000572,CUST_005465,2024-09-18,missing_features,955,enterprise,646.17
CHN_00000573,CUST_003161,2024-07-15,competitor_switch,285,professional,226.1
CHN_00000574,CUST_008709,2024-08-20,pricing_too_high,960,professional,218.76
CHN_00000575,CUST_000173,2024-07-17,poor_performance,237,professional,99.44
CHN_00000576,CUST_002908,2024-07-03,pricing_too_high,173,starter,31.99
CHN_00000577,CUST_003427,2024-07-22,poor_performance,433,enterprise,1293.22
CHN_00000578,CUST_008988,2024-08-17,pricing_too_high,297,starter,51.57
CHN_00000579,CUST_000334,2024-09-30,missing_features,555,starter,24.61
CHN_00000580,CUST_001323,2024-07-03,pricing_too_high,852,starter,32.69
CHN_00000581,CUST_003466,2024-09-08,pricing_too_high,449,starter,34.01
CHN_00000582,CUST_006681,2024-09-25,missing_features,368,starter,34.2
CHN_00000583,CUST_004016,2024-09-11,missing_features,772,professional,83.19
CHN_00000584,CUST_006632,2024-10-01,pricing_too_high,973,enterprise,519.43
CHN_00000585,CUST_002070,2024-09-14,pricing_too_high,168,professional,227.86
CHN_00000586,CUST_006771,2024-08-07,poor_support,492,professional,111.86
CHN_00000587,CUST_008777,2024-07-16,pricing_too_high,686,professional,104.08
CHN_00000588,CUST_006014,2024-09-12,competitor_switch,191,professional,166.85
CHN_00000589,CUST_008034,2024-09-29,pricing_too_high,785,starter,31.08
CHN_00000590,CUST_004546,2024-07-03,missing_features,694,starter,31.71
CHN_00000591,CUST_000753,2024-08-18,missing_features,509,starter,28.06
CHN_00000592,CUST_007297,2024-08-20,competitor_switch,169,professional,425.17
CHN_00000593,CUST_007705,2024-09-08,poor_performance,620,starter,31.31
CHN_00000594,CUST_006524,2024-07-15,pricing_too_high,475,starter,30.15
CHN_00000595,CUST_002983,2024-09-23,competitor_switch,316,professional,85.2
CHN_00000596,CUST_003217,2024-07-26,poor_performance,737,professional,347.3
CHN_00000597,CUST_009845,2024-09-30,competitor_switch,465,professional,387.18
CHN_00000598,CUST_001857,2024-07-16,competitor_switch,687,professional,234.06
CHN_00000599,CUST_007004,2024-07-05,poor_performance,801,starter,33.59
CHN_00000600,CUST_005950,2024-09-07,integration_problems,182,starter,53.48
CHN_00000601,CUST_003255,2024-08-20,poor_performance,937,enterprise,1171.03
CHN_00000602,CUST_009142,2024-08-03,missing_features,189,starter,25.97
CHN_00000603,CUST_007726,2024-08-04,missing_features,632,starter,54.6
CHN_00000604,CUST_009861,2024-08-02,poor_performance,557,starter,51.91
CHN_00000605,CUST_005690,2024-08-10,poor_performance,51,starter,34.69
CHN_00000606,CUST_005329,2024-09-23,competitor_switch,291,starter,33.92
CHN_00000607,CUST_000294,2024-09-07,poor_performance,919,starter,34.34
CHN_00000608,CUST_001142,2024-09-03,poor_performance,569,starter,26.52
CHN_00000609,CUST_008873,2024-07-12,missing_features,342,starter,26.46
CHN_00000610,CUST_003004,2024-07-11,pricing_too_high,122,starter,54.4
CHN_00000611,CUST_000357,2024-09-15,pricing_too_high,226,starter,31.38
CHN_00000612,CUST_007928,2024-07-22,pricing_too_high,436,starter,33.84
CHN_00000613,CUST_002900,2024-09-22,poor_performance,949,professional,673.6
CHN_00000614,CUST_001970,2024-09-07,business_closure,726,starter,30.45
CHN_00000615,CUST_006323,2024-09-07,missing_features,329,starter,24.23
CHN_00000616,CUST_001294,2024-09-30,ease_of_use,928,professional,90.88
CHN_00000617,CUST_008465,2024-08-25,pricing_too_high,91,professional,90.13
CHN_00000618,CUST_003200,2024-09-28,competitor_switch,662,professional,101.62
CHN_00000619,CUST_002929,2024-07-17,pricing_too_high,473,starter,28.67
CHN_00000620,CUST_002318,2024-08-23,pricing_too_high,209,enterprise,318.04
CHN_00000621,CUST_005081,2024-09-02,competitor_switch,500,professional,227.35
CHN_00000622,CUST_009938,2024-07-20,pricing_too_high,747,starter,32.51
CHN_00000623,CUST_008232,2024-09-15,pricing_too_high,524,professional,100.14
CHN_00000624,CUST_001457,2024-08-27,pricing_too_high,543,premium,1141.57
CHN_00000625,CUST_009889,2024-07-01,competitor_switch,195,starter,34.3
CHN_00000626,CUST_006326,2024-09-01,missing_features,849,starter,27.99
CHN_00000627,CUST_004373,2024-07-02,pricing_too_high,327,professional,220.41
CHN_00000628,CUST_006514,2024-09-10,pricing_too_high,916,starter,29.32
CHN_00000629,CUST_002050,2024-08-06,pricing_too_high,847,starter,28.82
CHN_00000630,CUST_007792,2024-09-29,pricing_too_high,658,starter,25.51
CHN_00000631,CUST_003975,2024-10-01,business_closure,971,professional,455.13
CHN_00000632,CUST_003725,2024-09-14,poor_support,210,starter,58.31
CHN_00000633,CUST_005986,2024-07-13,technical_issues,286,starter,34.2
CHN_00000634,CUST_004539,2024-07-05,competitor_switch,824,enterprise,697.77
CHN_00000635,CUST_002726,2024-07-10,poor_support,394,starter,30.99
CHN_00000636,CUST_004978,2024-09-23,competitor_switch,187,starter,26.98
CHN_00000637,CUST_001369,2024-08-03,technical_issues,690,enterprise,2357.21
CHN_00000638,CUST_003570,2024-07-28,competitor_switch,209,starter,42.82
CHN_00000639,CUST_005084,2024-07-08,poor_performance,439,starter,24.69
CHN_00000640,CUST_006371,2024-07-26,pricing_too_high,425,professional,173.4
CHN_00000641,CUST_000332,2024-07-07,poor_performance,140,starter,43.19
CHN_00000642,CUST_006686,2024-09-01,missing_features,734,professional,403.27
CHN_00000643,CUST_008507,2024-07-04,poor_performance,813,starter,46.75
CHN_00000644,CUST_009876,2024-08-10,competitor_switch,618,professional,807.31
CHN_00000645,CUST_005367,2024-07-31,missing_features,712,professional,209.13
CHN_00000646,CUST_005187,2024-08-21,pricing_too_high,704,professional,224.34
CHN_00000647,CUST_000068,2024-07-14,pricing_too_high,695,professional,373.16
CHN_00000648,CUST_005618,2024-09-19,poor_support,730,starter,25.47
CHN_00000649,CUST_002903,2024-09-15,poor_performance,625,starter,29.99
CHN_00000650,CUST_002035,2024-09-09,pricing_too_high,272,enterprise,552.31
CHN_00000651,CUST_004275,2024-08-30,business_closure,589,starter,30.52
CHN_00000652,CUST_006202,2024-07-29,pricing_too_high,492,starter,23.4
CHN_00000653,CUST_007929,2024-09-19,poor_performance,411,professional,333.57
CHN_00000654,CUST_009806,2024-07-21,pricing_too_high,353,starter,28.83
CHN_00000655,CUST_004942,2024-07-27,business_closure,938,enterprise,329.45
CHN_00000656,CUST_009242,2024-08-05,competitor_switch,362,enterprise,1138.29
CHN_00000657,CUST_004609,2024-07-29,poor_performance,748,premium,1292.06
CHN_00000658,CUST_006292,2024-07-29,technical_issues,758,enterprise,581.68
CHN_00000659,CUST_008820,2024-08-26,poor_support,112,professional,104.82
CHN_00000660,CUST_002001,2024-09-26,competitor_switch,961,enterprise,570.62
CHN_00000661,CUST_000821,2024-08-06,poor_support,371,enterprise,494.0
CHN_00000662,CUST_001591,2024-07-15,competitor_switch,363,starter,24.05
CHN_00000663,CUST_004518,2024-07-17,missing_features,471,professional,89.0
CHN_00000664,CUST_003784,2024-08-15,poor_performance,466,starter,114.54
CHN_00000665,CUST_000098,2024-09-30,pricing_too_high,945,starter,29.98
CHN_00000666,CUST_003281,2024-08-09,pricing_too_high,522,starter,31.15
CHN_00000667,CUST_004157,2024-07-12,competitor_switch,564,professional,89.39
CHN_00000668,CUST_002441,2024-09-12,pricing_too_high,227,starter,33.93
CHN_00000669,CUST_005009,2024-09-20,poor_performance,99,starter,32.37
CHN_00000670,CUST_001804,2024-09-10,pricing_too_high,201,professional,472.1
CHN_00000671,CUST_009697,2024-09-17,poor_performance,178,professional,86.06
CHN_00000672,CUST_003486,2024-07-03,pricing_too_high,37,professional,108.28
CHN_00000673,CUST_000810,2024-08-22,competitor_switch,801,enterprise,643.58
CHN_00000674,CUST_007451,2024-09-21,ease_of_use,927,starter,34.5
CHN_00000675,CUST_007686,2024-08-12,technical_issues,923,professional,105.82
CHN_00000676,CUST_009717,2024-09-06,missing_features,110,starter,31.3
CHN_00000677,CUST_006694,2024-07-07,ease_of_use,777,starter,53.04
CHN_00000678,CUST_009962,2024-07-26,poor_performance,231,enterprise,622.98
CHN_00000679,CUST_007976,2024-08-29,poor_performance,95,starter,89.0
CHN_00000680,CUST_006840,2024-07-03,pricing_too_high,897,starter,25.85
CHN_00000681,CUST_000316,2024-09-18,poor_support,970,enterprise,617.27
CHN_00000682,CUST_008069,2024-07-14,pricing_too_high,88,professional,100.36
CHN_00000683,CUST_002412,2024-07-08,missing_features,590,starter,32.07
CHN_00000684,CUST_004247,2024-07-09,competitor_switch,87,enterprise,256.92
CHN_00000685,CUST_000118,2024-07-30,poor_performance,105,professional,91.06
CHN_00000686,CUST_000775,2024-07-10,pricing_too_high,781,professional,103.58
CHN_00000687,CUST_003843,2024-08-05,missing_features,641,professional,95.5
CHN_00000688,CUST_001108,2024-07-28,competitor_switch,451,professional,169.76
CHN_00000689,CUST_003934,2024-08-19,pricing_too_high,891,starter,27.9
CHN_00000690,CUST_003450,2024-09-22,competitor_switch,821,starter,27.55
CHN_00000691,CUST_000833,2024-07-26,business_closure,891,premium,4500.56
CHN_00000692,CUST_004884,2024-09-28,ease_of_use,753,enterprise,529.54
CHN_00000693,CUST_000108,2024-07-22,poor_performance,528,starter,52.37
CHN_00000694,CUST_005891,2024-09-14,pricing_too_high,401,starter,26.54
CHN_00000695,CUST_002810,2024-09-09,poor_performance,402,starter,39.48
CHN_00000696,CUST_008629,2024-09-07,missing_features,570,enterprise,289.14
CHN_00000697,CUST_009624,2024-09-26,poor_support,694,starter,80.98
CHN_00000698,CUST_005363,2024-07-21,technical_issues,776,professional,227.62
CHN_00000699,CUST_000319,2024-07-22,poor_support,748,starter,47.74
CHN_00000700,CUST_004442,2024-07-19,missing_features,363,starter,31.82
CHN_00000701,CUST_004463,2024-08-30,missing_features,873,starter,26.65
CHN_00000702,CUST_007151,2024-08-24,pricing_too_high,499,professional,99.49
CHN_00000703,CUST_006723,2024-09-07,poor_performance,909,professional,87.85
